Video ID,Title,Channel,Published At
KHd6Uxyj24w,AFD CSD in Mahindra New Scorpio classic Boss edition 2024 #automobile #scorpio #rock  #ytvideo #afd,Xtream Digital Vlogs,2024-11-23T15:03:40Z
5fceejLYXrs,Nichts verfassungsfeindliches im AfD-Programm - Richard David Precht @HotelMatze,DACH Medien,2024-12-11T16:00:07Z
X-MCZsSwuWs,Was ist der Unterschied zwischen „Die Anstalt“ und der AfD? | Die Anstalt,ZDF Satire,2024-12-02T17:00:34Z
JUBY9t1NMDQ,Im Landtag fliegen die Fetzen! – Enxhi Seli-Zacharias (AfD),AfD-Fraktion NRW,2024-12-10T15:19:29Z
4-eVf0aueHQ,Die große E-Auto-Lüge! #afd #ltnrw,AfD-Fraktion NRW,2024-12-12T17:00:08Z
i7SFJhb5Pts,Wahlprogramm der AfD!,Finanzdenker,2024-12-23T19:15:00Z
iy1Ox1tAy7E,Who is voting for Germany’s far-right AfD? | Berlin Briefing Podcast | DW News,DW News,2024-12-24T17:30:06Z
HbHOd3fI1So,Der Fluchtgrund ist nicht mehr vorhanden! #afd #remigration #bundestag,AfD-Fraktion Bundestag,2024-12-11T10:07:41Z
ObqMJ5byRc0,Die linksgrüne Elite will die Erziehungsdiktatur! #ampel #eliten #afd,AfD-Fraktion Bundestag,2024-12-09T10:15:22Z
RUgxdQwqfaE,"Christoph Sieber / AfD Verbot, warum denn eigentlich? / Mitternachtsspitzen",Kleine Affäre,2024-12-14T15:24:01Z
w5G_44icuFI,Reform Bundesverfassungsgericht - &quot;Versuch die AfD von Richterwahl abzuhalten&quot; @WELTVideoTV,DACH Medien,2024-12-21T08:00:49Z
6LSmH7DXCgk,Die »Sächsischen Separatisten« und die AfD | SPIEGEL TV Shorts,DER SPIEGEL,2024-12-15T07:00:02Z
8Tk04oUaMOs,Völlig irre: AfD-Politiker darf nicht zum Publikum sprechen! - Kay Gottschalk - AfD-Fraktion,AfD-Fraktion Bundestag,2024-12-19T08:25:30Z
CsC_-y5B3AQ,"Potsdamer Gespräche am 12. Dezember, 19 Uhr #brandenburg  #afd",AfD-Fraktion Brandenburg,2024-12-09T12:31:13Z
iABhWupShAM,Lisa Eckhart beleidigt AfD &amp; Tchibo? #satire #lisa #eckhart #afd #comedy #interview #deutschland,NZZ Connect,2024-12-12T15:45:03Z
J5z2N9XA3w4,Alle gegen die AFD!#afd#bär#talkshow#ampel#cdu#politik#hartaberfair#deutsch#nachrichten#aktuell#spd,Iris Aschenbrenner,2024-12-05T09:42:20Z
1KB5R3otoSI,AfD leader delivers emotional speech at Magdeburg rally after Christmas market attack,CGTN Europe,2024-12-25T10:55:00Z
XZ5_6aG350A,Alibi Politik #fypシ #afd #cdu #islam #deutsch #deutschland #politik #lustig #religion #ampel #koran,BlueTiger,2024-12-31T00:19:38Z
G7PFtUeQolQ,Martin #Hess rechnet mit linksrotgrünem #Hetzer ab. #Remigration #Correctiv #AfD #News #Politik #SPD,Martin Hess,2024-12-12T17:02:23Z
4kH34rSADAY,"Heftig, deswegen sind Autos so teuer! #afd #ltnrw",AfD-Fraktion NRW,2024-12-19T16:33:24Z
arhK9gKDXCE,Alice Weidel und ihre AFD bei der ZDF heute Show über Mein Senf #zdf #wochenschau #comedy #afd,DeutschlandLustig,2024-12-08T12:49:00Z
tk2cePkrkCw,"&quot;Wir haben einen Regierungsanspruch&quot; - Alice Weidel, Kanzlerkandidatin AfD im #ntv Frühstart",ntv Nachrichten,2024-12-05T09:45:20Z
62Pe6KWKRus,AfD-Kanzlerkandidatin: Wer ist Weidel (wirklich)? | Inside PolitiX,ZDFheute Nachrichten,2024-12-07T10:00:09Z
60G0vNw54kA,Vergewaltigungsverbotszone?! #afd #ltnrw,AfD-Fraktion NRW,2024-12-19T18:00:06Z
IeYB_Hmsu84,"Germany Election: AfD Candidate Alice Weidel on Election, EU, Trump, Energy",Bloomberg Television,2024-12-19T06:57:03Z
i9oBvNjgeaw,Schlauster AfD-Wähler über Klimawandel🤣 #Wasser #Klima #AfD #Diskussion #AfDwähler #fyyy #zerstört,MarcanteReaction,2024-12-12T15:07:01Z
BbuLokGBobk,Alice Weidel: AfD-Expertin im Interview,NoAntifant,2024-12-18T17:47:17Z
yqejo0csW6M,"Wer CDU wählt, wählt grün! #afd #cdu #bundestag",AfD-Fraktion Bundestag,2024-12-10T14:36:04Z
NEkqZ5Tl8vw,#SPD: Alle sind dumm #Esken #Kühnert #Faeser #Klingbeil #Lanz #europawahl #AfD #Bröcker #ZDF #ARD,Berlin360°,2024-12-25T17:02:11Z
JEAqEdTwFgc,🤡 #afd #regierung #nachrichten #politik #deutsch #deutschland #aliceweidel #ampel #wahrheit #grüne,Blaue Welle Deutschland,2024-12-21T15:07:00Z
7MCbuakK33I,"Alice Weidel, die AFD und die Wähler wurden beleidigt. #afd #politik #aliceweidel #spd",16takte_,2024-12-01T08:15:12Z
3P_s-Bo2XCc,🤡 #magdeburg #regierung #afd #politik #deutsch #deutschland #aliceweidel #ampel #wahrheit #grüne,Adlers Anstalt,2024-12-23T09:07:00Z
axMU7LRf844,Lügen-Formel „Integration“  #afd #ltnrw,AfD-Fraktion NRW,2024-12-15T18:00:01Z
MyJVWTPADJ0,Markus Walbrunn (AfD): Endlich können die &quot;Flüchtlinge&quot; wieder zurück!,Markus Walbrunn ,2024-12-10T17:00:21Z
paxGhfiIWIU,AFD: Paukenschlag! Partei will sich von Jugendorganisation &quot;Junge Alternative&quot; trennen | #shorts,WELT Nachrichtensender,2024-12-04T12:30:56Z
qbsdwIEtqPQ,🤡 #afd #regierung #nachrichten #politik #deutsch #deutschland #aliceweidel #ampel #wahrheit #grüne,Adlers Anstalt,2024-12-15T09:03:00Z
zwOPWBUVK4o,AfD-Wähler will Wissenschaft neu definieren🤓 | #fyp #wissenschaft #afd #wahlen #lost #Klima #fd,MarcanteReaction,2024-12-18T15:15:34Z
pBlGZV1t77I,Merz entlarvt sich als Heuchler #merz #cdu #afd,Red Scorpion,2024-12-06T17:21:54Z
3xlH7OJGDjg,BSW ist eine Enttäuchung! Jörg Urban AfD #afd #sachsen,Politik im Fokus Interviews,2024-12-20T17:54:13Z
jx6-QOxSNew,&quot;Liebe ist Liebe&quot; provoziert AfD-Wähler😂🏳️‍🌈 | #fyy #csd #Liebe #regenbogen #afd #diskussion,MarcanteReaction,2024-12-13T18:26:11Z
5NXwDL5qdsI,🤡 #afd #regierung #nachrichten #politik #deutsch #deutschland #aliceweidel #ampel #wahrheit #grüne,Adlers Anstalt,2024-12-19T18:03:00Z
hW9ef7RkYx0,Grüner gibt AfD-Wähler Nachhilfe in BIO😂 | #Grüner #AfD #Diskussion #Gletscher #Umwelt #fürdich,MarcanteReaction,2024-12-25T11:38:16Z
imSD0_eEOQk,🤡 #afd #magdeburg #nachrichten #politik #elonmusk #deutschland #aliceweidel #ampel #wahrheit,Blaue Welle Deutschland,2024-12-31T09:08:00Z
PmB4l5mBU7M,Tino Chrupalla zerlegt linke Hetzerin in Einzelteile #tinochrupalla #afd,Red Scorpion,2024-12-26T14:31:45Z
tg5cA44AixA,🤡 #afd #magdeburg #nachrichten #politik #elonmusk #deutschland #aliceweidel #ampel #wahrheit,Blaue Welle Deutschland,2024-12-31T06:07:07Z
0-h9nCK2eSI,¿Puede la AFD salvar a Alemania? La verdad detrás del partido,La Pecera de Memorias,2024-12-21T09:55:26Z
mV93uHxxke0,🤡 #afd #magdeburg #nachrichten #politik #deutsch #deutschland #aliceweidel #ampel #wahrheit #wahlen,Blaue Welle Deutschland,2024-12-26T09:08:00Z
o1wAuvlpaCo,Es muss sich etwas ändern! #weihnachtsmarkt  #afd #cdu #csu #merz #spd #ampel #lindner #politik,Politik,2024-12-23T18:13:25Z
rm5ERy0hnjI,🤡 #afd #magdeburg #nachrichten #politik #deutsch #deutschland #aliceweidel #ampel #wahrheit #grüne,Adlers Anstalt,2024-12-22T09:07:00Z
dBzYwKBS6pk,"Das ist Alice - #afd  - Indie Pop, #teamalice",Rock Impuls,2024-12-09T14:00:06Z
jiZ_Lf3P9BM,#Weidel #Respekt #Betriebswirtschaftslehre #Habeck #Volkswirtschaftslehre #AfD #SPD #FDP #Studium,Berlin360°,2024-12-20T09:37:28Z
jiZ_Lf3P9BM,#Weidel #Respekt #Betriebswirtschaftslehre #Habeck #Volkswirtschaftslehre #AfD #SPD #FDP #Studium,Berlin360°,2024-12-20T09:37:28Z
qTjV_RriQiE,🤡 #magdeburg #regierung #afd #politik #deutsch #deutschland #aliceweidel #ampel #wahrheit #grüne,Adlers Anstalt,2024-12-23T15:07:00Z
TQxRPJQrpps,Elon Musk Backs Far-Right Germany’s AfD Party | Subscribe to Firstpost,Firstpost,2024-12-29T12:18:17Z
ecU7Tt8xw5Q,Alice Weidel - Made In Germany 🇩🇪 - #aliceweidel #afd #germany #shorts,Global Minds ,2024-12-29T12:29:44Z
KbVPAwfMPB4,Chrsitian Lindner zerlegt Grüne und SPD im Bundesta #fdp #afd #cdu #csu #grüne #spd #merz #politik,Politik,2024-12-18T21:27:59Z
wqWhoGdyzV8,Stefan Brandner erzählt das Märchen von Kollapsistan (Teil2)  #stephanbrandner #lachen #politik #afd,ichSACHSja,2024-12-10T06:30:23Z
4a674Kd4-iI,Perspektiven zur AfD und ihrer Rolle im politischen Spektrum @die.weltwoche,DACH Medien,2024-12-31T13:00:10Z
39yN9t-u_QM,Das Volk #fypシ #afd #cdu #islam #deutsch #deutschland #politik #lustig #religion #ampel #koran,BlueTiger,2024-12-30T20:21:01Z
07oGzXxGlKU,Jürgen Elsässer spricht über den Angriff auf Compact Magazin #compact #news #afd #magazin,Björn Banane,2024-12-04T17:20:00Z
qLFapRkI8As,"Anger, fear and the far-right AfD | Berlin Briefing Podcast | DW News",DW News,2024-12-24T16:30:14Z
tXx9HVGimP4,&quot;Du bist bestimmt ein GRÜNER&quot;😂 | #salamii auf #Twitch #Grüne #Habek #AfD #beef #fyy,MarcanteReaction,2024-12-22T14:20:25Z
MBwAZuEoFf4,Wanderwitz wirft hin: Das Ende des AfD-Verbots? ❌💥 | ShortNews Deutsch,ShortNews Deutsch,2024-12-07T20:08:54Z
tKKPM__0eqE,Ganzes Video auf meinem Kanal👀 #afd #fypp #demo #fürdich fürdi,marcant,2024-12-30T15:12:12Z
iwM0EAU0U5A,#maischberger #Amthor #CDU #Storch #AfD #Helberg #Richling #Kabarettist #Wickert #Hamberger #Weimer,Berlin360°,2024-12-11T07:44:43Z
jus8ONB8YgI,Warum die AFD Angst vor der Realität hat #afd #noafd #politik #blaueherzenhabensauerstoffmangel,Chill Mal,2024-12-16T15:06:07Z
jJ72OgASdSA,Wohnungen für Flüchtlinge #wohnung #politik #deutschland #afd #2024,Stephan Protschka,2024-12-07T05:00:36Z
JoB8LJA4A3c,#Brandner #afd #Regierung #Märchen #Kollapsistan #Bundestagsrede #Bundestag #Korruption #Stadl,Berlin360°,2024-12-11T13:56:23Z
0V1ifh1Dh_o,So schön bunt hier! #afd #ltnrw,AfD-Fraktion NRW,2024-12-21T18:00:00Z
Rd3BB-TfslU,ALICE WEIDEL  (AFD)  in Magdeburg - Sie verachten unsere Gesellschaft,Alienjäger02,2024-12-30T20:00:19Z
KSQ4p_asxlg,Alice Weidel erfüllt Weihnachtswünsche! #afd #ltnrw,AfD-Fraktion NRW,2024-12-20T18:00:19Z
u623emJPC4Q,Brandner[AfD] GRILLT den Altparteinen Swingerclub 👏👏🇩🇪‼️ #politik #deutschland #afd #demokratie,"The ""Daily"" German ",2024-12-31T11:28:26Z
yKk3w5I5jd4,13.2.2025 alle 4 Kanzlerkandidaten im ZDF &quot;Klartext&quot; #afd #CDU #SPD #bündnis90diegrünen #bsw #FDP,GameBlamer,2024-12-20T07:49:02Z
5qz9LokcYkw,#afd #deutschland #volkspartei,schnupik,2024-12-24T15:43:47Z
mxIXMnIaKzg,❓3.WELTKRIEG UNVERMEIDLICH❓#afd #politik #weidel #aliceweidel #alternativefürdeutschland #merz #spd,Rich Kids of Wall Street ,2024-12-22T11:31:57Z
E-0gzTvm84k,#shortsfeed #news #afd #shortvideo #deutsch #afd #tiktok #shortsvideo #shorts #short #politics,Marvs Info,2024-12-15T15:30:48Z
0Kyrzcmghe0,Elon Musk unterstützt die AfD: Tesla gegen die deutsche Autoindustrie #afd #politik #elonmusk,XXL_Investments,2024-12-31T13:00:38Z
xRRVipDDJoY,Martin Vincentz - Man darf nicht im Sozialen Bereich sparen  #afd #afdnrw #landtagnrw,NewsOne,2024-12-16T08:30:24Z
UCblfCf0y5w,#Eier #Rühreier #weidel #Habeck #Merz #Scholz #Habeck #TV #duell #AfD #SPD #FDP #CDU #Grüne #wahl,Berlin360°,2024-12-19T11:36:54Z
ifFC7Vm2ehg,#Eier #Rühreier #weidel #Habeck #Merz #Scholz #Habeck #TV #duell #AfD #SPD #FDP #CDU #Grüne #wahl,Berlin360°,2024-12-18T22:05:52Z
dzgswefzL0o,Jörg Urban (AfD): Nie wieder Krieg! Und nicht: Immer mehr Waffen! ... und irgendwann auch Soldaten!,AfD-Fraktion im Sächsischen Landtag,2024-12-19T15:00:46Z
lRI5WuZL1Ko,Wahlkampf 2024: Unsere Vision für Deutschland mit der AfD,NoAntifant,2024-12-03T17:17:36Z
my_C5dSvVn4,Hätten wir Magdeburg verhindern können? 🇩🇪 #afd #bundestag #neuwahlen #deutschland  #magdeburg,Brennpunkt Bundestag,2024-12-25T11:10:41Z
WCQK2k5GDt4,Geisterfahrer Deutschland#nius #geisterfahrer #energie #schuler #weidel #afd,"Schuler! Fragen, was ist",2024-12-25T08:00:24Z
OLe5Po9BLgU,Die Wahrheit über den Wohnungsmarkt  Ursachen und Auswirkungen #afd #bundestag #cdu #politics,Politik Direkt!,2024-12-02T14:00:31Z
kpMzFPSoL9E,#afd #aliceweidel #wahlen #deutschland,schnupik,2024-12-12T06:51:09Z
K0eMqQpjLsU,„Diese Leute gehören nicht ins Land” #nius #afd #weidel #abschieben,"Schuler! Fragen, was ist",2024-12-26T08:00:15Z
w8Ve7L-H8ug,🤡 #afd #magdeburg #nachrichten #politik #deutsch #deutschland #aliceweidel #ampel #wahrheit #grüne,Blaue Welle Deutschland,2024-12-23T06:07:00Z
5GE8o38blaE,Lena Kotre -  Sofort Abschieben und Geldleistung sofort streichen #afd #brandenburg #abschieben,NewsOne,2024-12-10T16:45:00Z
8PgbYk_NNbc,Anschlag auf Weihnachtsmarkt   #bundestag #arbeiten #migrstion #afd #nachrichten #neuwahl,Finanzfuchs,2024-12-12T19:00:04Z
cAHycC8evpU,Alice Weidel zur Habecks peinlichen Bettelbrief #afd #grünen #habeck,Welt Im Wandel ,2024-12-02T12:18:59Z
gPDL_LKLhu0,Freiheit im Herzen (Song für die Jugend) - Alice Weidel und #AfD für die Jugend,JiuRider (Musik für Deutschland),2024-12-20T15:22:16Z
aQvXoFDRS3k,Verrückt 💥DAS musst du wissen #ernstwolff #afd #donaldtrump,Meet Your Mentor ,2024-12-04T14:21:23Z
GfYKDVQScPk,#news #viralvideo #afd #deutschland,The Real Tmu 2,2024-12-28T18:15:01Z
FNnJLJGX6e8,Elon Danke Elon!Alice ist super!MUSK VERTEIDIGTWEIDEL UND LINKEDREHEN DURCH!#AfD#short#MUSKtreffen,Maa&moon,2024-12-23T21:40:00Z
yN7leSWYmj0,Kanzlerin #fypシ #afd #cdu #islam #deutsch #deutschland #politik #lustig #religion #ampel #koran,BlueTiger,2024-12-29T23:25:36Z
R5Ks3eI_fj4,Markus Söder Döner 🥙  #söder #csu #bayern #döner #lustig #bwl #afd #cdu,Politik,2024-12-08T12:36:06Z
WNuzinBnh4Y,Rechte Politik zu Weihnachten! #afd #cdu #news #wahlen #diegrünen #umfragen #spd #fckafd, Tim,2024-12-25T17:49:19Z
1SNrMG98nRc,"Alice Weidel, die EINZIGE Alternative Part 03 von 10 #afd #shortvideo #news #politik #part #europe",AFD DieRettung,2024-12-20T11:00:02Z
Ztryl82MD9Q,Christian Blex gibt Grünen Nachhilfe zum Thema Energie  #afd #landtag #nrw #landtagnrw #diegrünen,NewsOne,2024-12-03T07:00:20Z
ulgDyJFdqak,AFD - Die Materiallage der Bundeswehr,Alienjäger02,2024-12-05T19:00:35Z
uVSmIv4LrHg,"Was von Merkels Kanzlerschaft bleibt, ist die AfD #nius #afd #schuler #merkel #angelamerkel","Schuler! Fragen, was ist",2024-12-29T09:00:51Z
aw1vUdHRffo,🤡 #afd #regierung #nachrichten #politik #deutsch #deutschland #aliceweidel #ampel #wahrheit #grüne,Blaue Welle Deutschland,2024-12-21T12:07:00Z
Ztryl82MD9Q,Christian Blex gibt Grünen Nachhilfe zum Thema Energie  #afd #landtag #nrw #landtagnrw #diegrünen,NewsOne,2024-12-03T07:00:20Z
tStJztvX3ZQ,"Sei schlau, wähl blau #shorts #viralvideo #afd #politik politik",ReUpload,2024-12-19T18:41:49Z
B5PvEm7nyGc,#Weidel #wanderwitz #Chrupalla #Kerkeling #AFD-#VERBOT #hartaberfair #maischberger #verbotsantrag,Berlin360°,2024-12-27T13:37:56Z
xecBfSOxwHQ,5人死亡のクリスマスマーケット襲撃 極右政党「AfD」は関係を否定　サウジ出身の男が「支持していた」と地元メディア報じる｜TBS NEWS DIG,TBS NEWS DIG Powered by JNN,2024-12-23T03:37:09Z
_VStxqT09qs,#Maischberger #merz  #elonmusk #milei #Argentinien #Schuldenbremse #CDU #SPD #FDP #Lindner #AfD #ARD,Berlin360°,2024-12-05T10:37:25Z
ehpp81n22uY,Ich raste aus wegen AfD-Kind | #fyp #afd #diskussion #linker #rechter #fyy,MarcanteReaction,2024-12-23T12:35:14Z
D1l-zJKmB_k,70 Merkelpoller für EINEN Weihnachtsmarkt! #afd #ltnrw,AfD-Fraktion NRW,2024-12-18T18:00:15Z
OdMH-YZuJI4,#Lauterbach #Weidel #Zahnhygiene #zahnarzt  #zahn #Zahnersatz #Hygiene #gesundheitsminister #AfD,Berlin360°,2024-12-26T12:37:06Z
nZUbXj3cWxA,#Thüringen #Vorwürfe #VS #Kramer #Verfassungsschutz  #Befugnisse. #Gutachten #AfD #Oppositionskraft,Berlin360°,2024-12-10T09:45:30Z
Aikz1952ki4,Schwarz-grün verhindern!#shorts #shortsfeed #shortvideo #afd #politik #deutsch #foryou #fyp #cdu,Vindex - Shorts,2024-12-15T14:28:45Z
SnS5fDSH_nc,😱SCHOCKNACHRICHT😱 #politik #news #scholz #spd #afd #weidel #merz #bundestag #cdu #lindner #csu,Rich Kids of Wall Street ,2024-12-05T18:48:13Z
34rJPjYv3ZU,Elon Musk sagt: &quot;Only the AfD can save Germany&quot; Meinungsmonopol #AfD #Politik #Deutschland,Meinungsmonopol,2024-12-21T23:57:27Z
2sXytRBqX-8,Alice für Deutschland #deshalbafd #alice4kanzlerin #afd #politikwechsel #germanyfirst,ichSACHSja,2024-12-14T15:00:06Z
VotuubKwRsk,DOPPELMORAL SEIN VATER | #fyp #viral #lost #talk #diskussion #afd,MarcanteReaction,2024-12-23T22:54:31Z
3_YIzEOEQWI,Elon Musk: AfD ist Deutschlands letzte Hoffnung - Scharfe Kritik an Wirtschaft und Energiepolitik!,Sascha Schmitz,2024-12-28T12:42:58Z
ChEEg3QgwrM,AfD Ulrich Sigmund ZERSTÖRT Sachsen-Anhalts Regierung Part 07 von 16 #politik #afd #shortvideo #part,AFD DieRettung,2024-12-25T02:00:07Z
LoOYdkFDlcY,#Thüringen #Vorwürfe #VS #Kramer #Verfassungsschutz  #Befugnisse. #Gutachten #AfD #Oppositionskraft,Berlin360°,2024-12-10T11:18:16Z
-nePzpG88rE,"Afd, Dj Cristian Diaz - FALSO AMOR (Video Oficial)",Afd,2024-12-11T23:00:06Z
1UyDXCyVKBM,Tino Chrupalla (AFD) über Wirtschaftliche Instabilität in Deutschland   Vertrauensfrage Scholz,SofaDiplomat,2024-12-17T00:37:42Z
M7PqoQxJGwY,#maischberger #Amthor #Storch #AfD #Helberg #Richling #Syrien #Golani #Wickert #Hamberger #Weimer,Berlin360°,2024-12-11T08:17:59Z
Dfm2rB-nQ9Y,"No Ads Rain Sounds for Sleeping - ASMR Rain and Thunder Sounds For Sleeping, Relaxing",Sleep Soundly - HDR,2024-12-10T01:58:46Z
cUNQWUhD-qs,Wen soll man 2025 wählen?,A. H. Effekt03,2024-12-17T21:51:46Z
BofPPYIRvRs,#AfD Wahlwerbespot zur Bundestagswahl 2025 💙,Dirk Brandes - MdB,2025-01-25T15:13:26Z
N95XWhFNmT0,Motorschaden gegen AfD-Parteitag | SPIEGEL TV Shorts,DER SPIEGEL,2025-01-17T05:00:19Z
I50BIFnHpKk,AfD-Kanzlerkandidatin Alice #Weidel im Gespräch mit Gabor Steingart. #AfD #Krah #Feminismus,The Pioneer,2025-01-16T18:18:17Z
4td6bkDHnVY,#politik #afd #cdu #anzeigenhauptmeister #interview #klartext #marc #spd #fdp #gruene #bundestag,KlarText Marc,2025-01-15T10:02:25Z
pLk_bVuqdTA,"Lebensgefahr in 2,50 Meter Höhe – Protest gegen AfD-Parteitag | SPIEGEL TV Shorts",DER SPIEGEL,2025-01-16T05:00:46Z
nCQZOpgx25k,&quot;Dumm so mit der AfD umzugehen&quot;: Wagenknecht empört sich über Debatte 😮 #afd #debate #skandal,Sahra Wagenknecht,2025-01-03T17:04:44Z
_O3zf8RDq40,Der Afd Talk war ein kompletter Reinfall,Power TJ,2025-01-13T13:00:51Z
J7DO7yMTpi4,AfD = Aufrüsten für Donald!🤷🏼‍♂️#bsw #wagenknecht #reaction #Aufrüstung #Skandal #weidel #trump #afd,Sahra Wagenknecht,2025-01-19T17:06:20Z
wN0w-JiqOqk,Die AfD im Aufwind? @ZDFheute #markuslanz,DACH Medien,2025-01-22T20:00:35Z
wRAvtBZ5eMQ,Wenn &quot;echte&quot; Demokraten zur Störaktion ansetzen 😂 #Afd #brandenburg #potsdam #transformation  #spd,AfD-Fraktion Brandenburg,2025-01-09T12:50:34Z
PBqD5RAQv1E,CDU-Politiker Frei: &quot;Definitiv&quot; keine Koalition mit der AfD | #lanz #short #afd #cdu #migration,ZDFheute Nachrichten,2025-01-30T11:00:36Z
hDtCgLDWBoI,AfD-Realtalk mit Dr. Maximilian Krah,{ungeskriptet} by Ben,2025-01-18T09:00:53Z
nnrDzQiG6Ow,❌JETZT SPRICHT SIE ES AUS❌ #politik #afd #weidel #bundestag #spd #merz #scholz #cdu #lindner,Rich Kids of Wall Street ,2025-01-14T13:00:11Z
uQqLCBtGcTM,FDP-Vize Kubicki findet AfD-Diskussion &quot;merkwürdig&quot; | #ntv,ntv Nachrichten,2025-01-28T11:37:47Z
xkY3SMwGmkw,Die AfD steht für eine Ellenbogengesellschaft#bsw #wagenknecht #maischberger #weidel #afd #musk,Sahra Wagenknecht,2025-01-23T12:15:48Z
uRERKqJptzY,Dieser Türke mit KLAREN WORTEN zur AfD 👏👏🇩🇪🤝💙 #politik #deutschland #afd #demokratie #ampel,"The ""Daily"" German ",2025-01-03T22:40:49Z
fYLRUOsHnlc,Philip Hopf AFD Statement! #hossundhopf #hopf #philiphopf #deutschland #afd #deutsch #weidel,HossHopfBericht,2025-01-23T18:04:46Z
gynXfjrAOMs,Wir unterstützen das Zustrombegrenzungsgesetz. Debatte der Grünen und SPD nutzt nur AfD.#bsw #welt,Sahra Wagenknecht,2025-01-31T11:01:28Z
6O1qTcUT-GY,Deutschland muss wieder auf Augenhöhe kommen! #trump  #afd,AfD-Fraktion Bundestag,2025-01-21T10:04:24Z
QSggwjAOpoE,AFD-PARTEITAG: &quot;Remigration&quot; im Wahlprogramm #riesa,BlitzPolitik,2025-01-12T19:23:20Z
uaXitMYXhpg,"Weißt Du noch, wie schön Deutschland einmal war? - Alice Weidel #afd #weidel #deutschland",AfD TV,2025-01-05T16:28:53Z
tju9hKwE-u8,Die AfD hat den Bundestag verändert.,{ungeskriptet} by Ben,2025-01-25T19:07:12Z
89K8uCsGXdk,Interview mit Arne Raue (AfD) – 2,tvberlin,2025-01-30T12:00:14Z
soVCAtU4iNY,AfD-Parteitag: Alice Weidel zur Nominierung als Kanzlerkandidatin,phoenix,2025-01-11T16:19:19Z
PC9uZTjQ1Rk,Germany&#39;s far-right AfD co-leader Alice Weidel vows to &#39;close borders completely&#39; | AFP,AFP News Agency,2025-01-11T18:55:01Z
GW5Gb-9g8xI,Warum viele Christen die AfD NICHt Wahlen ?! #christen #afd #wahl,David Dück Predigtdienst,2025-01-17T13:46:57Z
SKFrOAyb-DU,De blik van extreemrechtse partij AfD op migratie,VPRO Tegenlicht,2025-01-23T09:58:18Z
dKdaSCos7sU,Afd Politiker BLAMIERT von Kinderreporter! 😂💀 #interview #afd #peinlich #aufklärung,Die besten Momente aus verschiedensten Podcasts! 🧠,2025-01-15T13:59:22Z
PhFpI0sqY3Q,Alice Weidel gegen Antifa #afd #politics #aliceweidel #edit,AfD Edits,2025-01-26T11:25:06Z
fTIYf6MfBv0,Bambule! Randale! Rechtsradikale! – Der AfD-Parteitag in Riesa | SPIEGEL TV,DER SPIEGEL,2025-01-14T07:00:32Z
s9Yi6elMaHQ,Wie stehen BSW und AfD zur Ukraine? | Markus Lanz vom 14. Januar 2025,ZDFheute Nachrichten,2025-01-15T09:01:12Z
Z5HIvQqNHMY,"AFD ZITATE, DIE DEUTSCHLAND SCHOCKIEREN 😱",M — Λ U S — T V,2025-01-17T05:00:34Z
kEomKwnljVQ,Weidel kommt ins Schwimmen 🏊 #afd,Volksverpetzer,2025-01-23T18:09:41Z
6HEceDrlcQs,"&quot;Wir arbeiten nicht mit der AfD zusammen&quot;, CDU-Generalsekretär | #ntv",ntv Nachrichten,2025-01-27T12:57:25Z
Ito99LmZcz4,Lehrer unterstützen AfD!,BlueTiger,2025-01-24T09:27:51Z
Yh5-cpBBMIM,Markus Lanz: „Dumme grüne Politik“? Jörg Urban (AfD): Das war alles die CDU!,AfD-Fraktion im Sächsischen Landtag,2025-01-15T13:30:30Z
fTjdUQwN0Ug,Demonstration vor dem AfD-Infostand in Bayreuth,Bayreuther Tagblatt,2025-01-29T13:04:25Z
kiWeY6_EwDc,Migrant unterstützt die AfD,BlueTiger,2025-01-24T09:29:16Z
hEqzZIzli5c,Elon Musk &amp; die AfD zwischen Einfluss und Spaltung. #podcast #viralvideo #realtalk #elonmusk #afd,PULS 030,2025-01-13T18:23:36Z
dUaWp-7Nf0k,Büyük tehlike: &quot;AfD&#39;ye oy vereceğim&quot; diyenler iyi dinlesin!,Oktan Erdikmen,2025-01-14T09:02:37Z
wRvEMd53rcI,"Bitte lächeln, Yannis ist tot: Abrechnung mit Grinse-Grünen! – Enxhi Seli-Zacharias (AfD)",AfD-Fraktion NRW,2025-01-29T13:17:02Z
FqlNNm6BFmk,Ist die CSU eine billige KOPIE der AfD !?,"Johannes Wagner, MdB",2025-01-07T13:34:41Z
H5lYQMgVE5M,Hoss und Hopf AFD Statement #hossundhopf #hopf #afd #deutschland #aliceweidel,HossHopfBericht,2025-01-04T20:49:41Z
QdDeRWoxukU,AFD oder GRÜNE | Quick and Dirty 2024 Recap #afd #grüne #wahlkampf,MC BOGY & B-LASH,2025-01-21T16:21:09Z
NDLj2G0Zbos,eure Meinung? #papaplatte #papaplatteclips #bundestag #afd #papaplattehighlights,Täglich | Highlights | Clips ,2025-01-06T12:23:02Z
LaQNNvuCQNU,Ralf Stegner liest AfD-Zitate im Bundestag vor! #spd,SuccessfulManFactory,2025-01-04T12:04:25Z
hKUoQNkVUIM,Was wird die AfD anders machen? Beatrix von Storch @ZDFheute,DACH Medien,2025-01-09T13:00:54Z
YqxttDhsDuk,"AfD-Wahl: Mehr Links durch politische Taktik?Antje Hermenau,ex-Grüne spricht Klartext!",NoAntifant,2025-01-19T16:54:21Z
